ts_id,COUNT(values),MAX(values.dim_0),MEAN(values.dim_0),MEDIAN(values.dim_0),MIN(values.dim_0),SKEW(values.dim_0),STD(values.dim_0),SUM(values.dim_0),MAX(values.AUTO_CORRELATION(dim_0) by ts_id),MAX(values.DERIVATIVE(dim_0) by ts_id),"MAX(values.DERIVATIVE(dim_0, order=2) by ts_id)",MAX(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MAX(values.INTEGRAL(dim_0) by ts_id),"MAX(values.INTEGRAL(dim_0, order=2) by ts_id)",MEAN(values.AUTO_CORRELATION(dim_0) by ts_id),MEAN(values.DERIVATIVE(dim_0) by ts_id),"MEAN(values.DERIVATIVE(dim_0, order=2) by ts_id)",MEAN(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MEAN(values.INTEGRAL(dim_0) by ts_id),"MEAN(values.INTEGRAL(dim_0, order=2) by ts_id)",MEDIAN(values.AUTO_CORRELATION(dim_0) by ts_id),MEDIAN(values.DERIVATIVE(dim_0) by ts_id),"MEDIAN(values.DERIVATIVE(dim_0, order=2) by ts_id)",MEDIAN(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MEDIAN(values.INTEGRAL(dim_0) by ts_id),"MEDIAN(values.INTEGRAL(dim_0, order=2) by ts_id)",MIN(values.AUTO_CORRELATION(dim_0) by ts_id),MIN(values.DERIVATIVE(dim_0) by ts_id),"MIN(values.DERIVATIVE(dim_0, order=2) by ts_id)",MIN(values.FOURRIER_TRANSFORM(dim_0) by ts_id),MIN(values.INTEGRAL(dim_0) by ts_id),"MIN(values.INTEGRAL(dim_0, order=2) by ts_id)",SKEW(values.AUTO_CORRELATION(dim_0) by ts_id),SKEW(values.DERIVATIVE(dim_0) by ts_id),"SKEW(values.DERIVATIVE(dim_0, order=2) by ts_id)",SKEW(values.FOURRIER_TRANSFORM(dim_0) by ts_id),SKEW(values.INTEGRAL(dim_0) by ts_id),"SKEW(values.INTEGRAL(dim_0, order=2) by ts_id)",STD(values.AUTO_CORRELATION(dim_0) by ts_id),STD(values.DERIVATIVE(dim_0) by ts_id),"STD(values.DERIVATIVE(dim_0, order=2) by ts_id)",STD(values.FOURRIER_TRANSFORM(dim_0) by ts_id),STD(values.INTEGRAL(dim_0) by ts_id),"STD(values.INTEGRAL(dim_0, order=2) by ts_id)",SUM(values.AUTO_CORRELATION(dim_0) by ts_id),SUM(values.DERIVATIVE(dim_0) by ts_id),"SUM(values.DERIVATIVE(dim_0, order=2) by ts_id)",SUM(values.FOURRIER_TRANSFORM(dim_0) by ts_id),SUM(values.INTEGRAL(dim_0) by ts_id),"SUM(values.INTEGRAL(dim_0, order=2) by ts_id)"
42,84.0,143.0,7.904762,0.0,0.0,4.2850604,24.605131,664.0,55498.0,143.0,278.0,88.42941,664.0,5656.0,5137.845,0.6385542,-1.097561,7.1214905,67.333336,674.9048,2557.0,0.0,0.0,0.09637188,9.0,140.5,68.0,-135.0,-270.0,0.0,0.0,0.0,3.4366615,0.6503473,-0.59581053,3.676877,2.8746853,2.4449675,8260.3125,30.991179,56.61405,13.252439,133.57065,1193.67,431579.0,53.0,-90.0,598.2052,5656.0,56692.0
43,84.0,240.0,22.202381,0.0,0.0,2.492701,51.886757,1865.0,264863.0,141.0,242.0,862.09357,1865.0,13936.0,41407.44,2.8915663,1.7195122,31.66887,165.90475,971.5833,2015.0,0.0,0.0,0.35631698,0.0,0.0,0.0,-125.0,-223.0,0.0,0.0,0.0,1.489114,1.1245116,-0.21880727,5.9341106,2.691311,3.288037,65585.78,35.891438,59.472637,116.1884,412.43622,2727.4246,3478225.0,240.0,141.0,2660.1853,13936.0,81613.0
44,84.0,24.0,2.4166667,0.0,0.0,2.587784,4.7267714,203.0,2345.0,24.0,27.0,6.481595,203.0,2822.0,437.2976,0.10843374,-0.07317073,0.26281416,33.595238,503.9643,206.0,0.0,0.0,0.0017715419,16.0,262.0,9.0,-19.0,-43.0,0.0,0.0,0.0,1.2785196,0.8064343,-1.1658032,6.268963,2.0405455,1.7907609,510.59305,4.9089565,8.744353,0.82665634,49.29775,670.6224,36733.0,9.0,-6.0,22.07639,2822.0,42333.0
45,84.0,6.0,0.10714286,0.0,0.0,7.8113565,0.69452,9.0,41.0,6.0,6.0,0.02220665,9.0,47.0,0.96428573,0.024096385,0.024390243,0.0056739957,0.5595238,2.0595238,0.0,0.0,0.0,0.0006377551,0.0,0.0,0.0,-6.0,-12.0,0.0,0.0,0.0,7.151496,0.031868793,-3.5595303,0.8407825,3.4097774,4.313969,4.872956,0.9750035,1.670186,0.0068938346,1.9097164,7.9430976,81.0,2.0,2.0,0.47661564,47.0,173.0
46,84.0,517.0,23.357143,0.0,0.0,4.5221243,79.4353,1962.0,569554.0,491.0,679.0,987.82825,1962.0,14302.0,45826.715,1.5301205,1.402439,74.22439,170.2619,918.6071,2504.0,0.0,0.0,2.7689636,0.0,0.0,0.0,-517.0,-1008.0,0.0,0.0,0.0,3.0692823,0.24349423,-1.3310983,4.0485644,2.8761225,3.5130577,92146.8,101.06486,179.75504,151.63977,449.68988,2702.8274,3849444.0,127.0,115.0,6234.8486,14302.0,77163.0
47,84.0,19.0,0.8333333,0.0,0.0,4.5128307,2.7630668,70.0,692.0,19.0,19.0,1.2470907,70.0,522.0,58.333332,0.0,-0.12195122,0.089805365,6.214286,34.27381,0.0,0.0,0.0,0.0025510204,0.0,0.0,0.0,-15.0,-34.0,0.0,0.0,0.0,3.0242772,0.9088532,-2.378528,3.6710246,2.854583,3.436019,120.08043,3.4037282,5.709836,0.20123005,16.086416,99.64592,4900.0,0.0,-10.0,7.5436506,522.0,2879.0
48,84.0,34.0,1.5238096,0.0,0.0,4.4550786,5.5806813,128.0,2780.0,29.0,32.0,4.3642306,128.0,692.0,195.04762,0.31325302,0.31707317,0.36634812,8.238095,34.857143,0.0,0.0,0.0,0.011589271,0.0,0.0,0.0,-19.0,-48.0,0.0,0.0,0.0,3.2868621,2.306864,-1.7508335,3.3970385,3.4303045,4.0833497,455.13815,5.971329,9.317286,0.75039595,25.31042,119.016464,16384.0,26.0,26.0,30.773243,692.0,2928.0
49,84.0,79.0,1.8095238,0.0,0.0,7.6138244,9.172347,152.0,7258.0,53.0,72.0,6.231154,152.0,1035.0,275.0476,0.0,-0.18292683,0.98964745,12.321428,56.238094,0.0,0.0,0.0,0.2723923,0.0,0.0,0.0,-75.0,-128.0,0.0,0.0,0.0,6.2594295,-2.6148524,-4.0773773,1.61358,3.1956003,3.9226935,895.67957,10.760134,17.376818,1.3085409,36.7755,185.8143,23104.0,0.0,-15.0,83.13039,1035.0,4724.0
50,84.0,1.0,0.035714287,0.0,0.0,5.095142,0.18669146,3.0,3.0,1.0,1.0,0.0023749818,3.0,24.0,0.10714286,0.0,0.0,0.00040998543,0.2857143,1.6547619,0.0,0.0,0.0,2.0634964e-35,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,5.037844,0.0,-2.1743534,1.6566052,2.6696498,3.2665842,0.41122377,0.2705009,0.47140452,0.00063266646,0.72096705,4.7172947,9.0,0.0,0.0,0.034438774,24.0,139.0
51,84.0,2.0,0.071428575,0.0,0.0,5.0169277,0.33958566,6.0,10.0,2.0,2.0,0.009946737,6.0,73.0,0.42857143,0.012048192,0.0121951215,0.001356495,0.86904764,9.428572,0.0,0.0,0.0,4.2798444e-35,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,4.693595,0.035162553,-2.3305273,1.9139817,1.7235126,2.0433347,1.4831237,0.48120722,0.8239307,0.0023580065,1.4626248,18.012236,36.0,1.0,1.0,0.11394558,73.0,792.0
52,84.0,34.0,1.5357143,0.0,0.0,4.187077,5.1797714,129.0,2425.0,34.0,34.0,4.036446,129.0,1116.0,198.10715,0.19277108,0.19512194,0.31560272,13.285714,85.190475,0.0,0.0,0.0,0.02040673,0.0,0.0,0.0,-27.0,-61.0,0.0,0.0,0.0,3.110185,0.98745656,-1.4651518,3.6362274,2.4216208,3.0664687,382.73563,6.7615447,11.768801,0.6263491,31.057495,229.15384,16641.0,16.0,16.0,26.51063,1116.0,7156.0
53,84.0,5.0,0.0952381,0.0,0.0,7.412753,0.59352016,8.0,30.0,3.0,2.0,0.017878432,8.0,23.0,0.7619048,0.0,-0.06097561,0.004143721,0.27380952,0.6547619,0.0,0.0,0.0,0.00028344672,0.0,0.0,0.0,-5.0,-8.0,0.0,0.0,0.0,6.743292,-3.3010533,-7.0780206,0.9831823,5.6270604,5.9712577,3.6557236,0.6984303,0.96029264,0.0052644955,1.2739389,3.0987523,64.0,0.0,-5.0,0.34807256,23.0,55.0
54,84.0,15.0,0.22619048,0.0,0.0,8.831795,1.6526809,19.0,231.0,15.0,15.0,0.09733999,19.0,116.0,4.297619,0.0,0.0,0.032129023,1.3809524,6.892857,0.0,0.0,0.0,0.015943877,0.0,0.0,0.0,-15.0,-30.0,0.0,0.0,0.0,8.560235,0.0,-3.6310434,0.2942883,3.7858381,3.7670696,25.634962,2.3736358,4.136558,0.03406621,4.1446867,20.43209,361.0,0.0,0.0,2.6988378,116.0,579.0
55,84.0,3186.0,531.0238,0.0,0.0,1.7648741,853.86926,44606.0,84201544.0,908.0,1113.0,355753.62,44606.0,527225.0,23686848.0,37.481926,-0.91463417,8576.346,6276.4883,61482.395,19820236.0,0.0,0.0,18.867348,1.0,1.0,0.0,-333.0,-981.0,0.0,0.0,0.0,0.8228396,2.1006184,0.22989048,7.8281336,1.8850015,2.2483616,22599040.0,182.02335,257.35458,40606.707,11101.959,124391.29,1989695200.0,3111.0,-75.0,720413.06,527225.0,5164521.0
56,84.0,26.0,1.2738096,0.0,0.0,4.3558893,4.9463415,107.0,2167.0,26.0,49.0,3.0360613,107.0,547.0,136.29762,0.27710843,0.2804878,0.28779796,6.5119047,27.47619,0.0,0.0,0.0,0.0072797122,0.0,0.0,0.0,-26.0,-52.0,0.0,0.0,0.0,3.6593454,0.35599852,-0.29854208,2.853267,3.525822,4.072956,366.50204,6.5207233,12.059804,0.5962953,20.037611,93.33648,11449.0,23.0,23.0,24.175028,547.0,2308.0
57,84.0,58.0,4.404762,0.0,0.0,2.9173093,11.456696,370.0,12524.0,40.0,49.0,34.815136,370.0,2642.0,1629.762,0.3493976,0.1097561,1.543968,31.452381,171.0119,29.0,0.0,0.0,0.0070861676,0.0,0.0,0.0,-36.0,-66.0,0.0,0.0,0.0,1.7887276,0.26144126,-0.8432068,5.45799,2.8776183,3.4666958,2805.0273,9.280762,15.4943285,4.912998,82.0754,500.92844,136900.0,29.0,9.0,129.69331,2642.0,14365.0
58,84.0,3.0,0.10714286,0.0,0.0,4.7640414,0.46615207,9.0,19.0,2.0,3.0,0.022226462,9.0,42.0,0.96428573,0.012048192,-0.0121951215,0.0025560819,0.5,1.7261904,0.0,0.0,0.0,4.885637e-05,0.0,0.0,0.0,-3.0,-5.0,0.0,0.0,0.0,4.2509103,-0.7925796,-1.9416987,2.306013,3.6768544,4.5287876,2.9471097,0.573691,0.97491884,0.004763968,1.7320508,6.7900553,81.0,1.0,-1.0,0.21471089,42.0,145.0
59,84.0,30.0,1.2619047,0.0,0.0,5.084187,4.0183887,106.0,1474.0,23.0,34.0,2.834557,106.0,820.0,133.7619,0.14457831,0.1097561,0.18994305,9.761905,55.75,0.0,0.0,0.0,0.0025510204,0.0,0.0,0.0,-28.0,-51.0,0.0,0.0,0.0,2.7059011,-1.15314,-2.3600318,4.383721,2.7127438,3.3573854,248.59357,4.625308,7.897501,0.41475084,24.693602,159.87773,11236.0,12.0,9.0,15.955215,820.0,4683.0
60,84.0,3.0,0.071428575,0.0,0.0,6.5177174,0.37338293,6.0,12.0,3.0,3.0,0.008958285,6.0,29.0,0.42857143,0.036144577,0.036585364,0.0016399417,0.3452381,1.8333334,0.0,0.0,0.0,5.10961e-35,0.0,0.0,0.0,-1.0,-2.0,0.0,0.0,0.0,5.9356475,4.098301,0.39989227,1.430311,3.6487138,3.4205432,1.5072973,0.42615077,0.5761756,0.002223637,0.9505109,5.3454933,36.0,3.0,3.0,0.1377551,29.0,154.0
61,84.0,3.0,0.083333336,0.0,0.0,5.6854763,0.41676706,7.0,15.0,3.0,3.0,0.012637364,7.0,80.0,0.5833333,0.0,0.0,0.0020431783,0.95238096,6.6190476,0.0,0.0,0.0,0.00014172336,0.0,0.0,0.0,-3.0,-6.0,0.0,0.0,0.0,5.0532055,0.0,-2.3985877,1.6463279,2.0927825,2.8886108,2.1125462,0.6048584,1.0540925,0.0032020917,2.127869,17.470736,49.0,0.0,0.0,0.17162699,80.0,556.0
62,84.0,29.0,3.392857,0.0,0.0,2.2119,7.7148237,285.0,5907.0,29.0,44.0,19.832148,285.0,2227.0,966.9643,0.31325302,0.09756097,0.7001184,26.511906,163.5,114.0,0.0,0.0,0.006897149,0.0,0.0,0.0,-15.0,-36.0,0.0,0.0,0.0,1.5478535,2.2113533,1.1142875,5.8651795,2.7026174,3.2345583,1514.0039,5.272866,8.947873,2.6903944,64.47069,438.6723,81225.0,26.0,8.0,58.809948,2227.0,13734.0
63,84.0,252.0,19.654762,0.0,0.0,2.8607693,47.127228,1651.0,216791.0,252.0,343.0,624.21716,1651.0,14458.0,31263.215,1.5180722,-0.09756097,26.125423,172.11905,1667.8096,2027.0,0.0,0.0,0.17473593,35.0,651.5,479.0,-116.0,-368.0,0.0,1.0,1.0,1.6302363,2.7740786,-0.4261604,5.682638,2.6871393,2.7962523,49632.93,39.452152,68.86301,86.05093,366.61218,2907.909,2626110.0,126.0,-8.0,2194.5356,14458.0,140096.0
64,84.0,2.0,0.023809524,0.0,0.0,9.165152,0.2182179,2.0,4.0,2.0,2.0,0.0011337869,2.0,12.0,0.04761905,0.0,0.0,0.0005601447,0.14285715,0.5,0.0,0.0,0.0,0.00028344672,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,9.165152,0.0,-3.7660904,0.024245033,3.389022,4.4118285,0.4364358,0.31234753,0.5443311,0.00056685274,0.5181723,2.0328624,4.0,0.0,0.0,0.047052152,12.0,42.0
65,84.0,6.0,0.0952381,0.0,0.0,8.076885,0.6875668,8.0,40.0,6.0,6.0,0.018121568,8.0,18.0,0.7619048,0.072289154,0.07317073,0.0055609546,0.21428572,0.5714286,0.0,0.0,0.0,0.0011337869,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,7.479401,6.6640425,3.1085432,0.7199162,6.499438,5.3502493,4.7073874,0.7289005,0.8575084,0.0065890434,0.9826376,2.494745,64.0,6.0,6.0,0.46712017,18.0,48.0
66,84.0,2.0,0.0952381,0.0,0.0,4.29086,0.3993684,8.0,14.0,2.0,4.0,0.016309872,8.0,108.0,0.7619048,0.0,0.0,0.0018761472,1.2857143,10.238095,0.0,0.0,0.0,5.2406256e-36,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,4.349236,0.0,-0.23818848,2.2744,1.7053877,2.5734398,1.9795281,0.4938648,0.86066294,0.0031080893,2.6642272,25.357025,64.0,0.0,0.0,0.15759636,108.0,860.0
67,84.0,3.0,0.071428575,0.0,0.0,6.1714196,0.40436515,6.0,14.0,3.0,3.0,0.009964729,6.0,39.0,0.42857143,0.0,0.0,0.0019233885,0.4642857,1.8928572,0.0,0.0,0.0,3.2317192e-35,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,5.7833133,2.6097116,-1.5375,1.3093996,3.3424838,4.1632786,1.8320159,0.44172612,0.6666667,0.0027534214,1.4844286,6.801874,36.0,0.0,0.0,0.16156463,39.0,159.0
68,84.0,902.0,76.28571,0.0,0.0,2.85526,190.35779,6408.0,3496434.0,331.0,580.0,10365.184,6408.0,40852.0,488838.84,5.373494,-4.219512,426.2465,486.33334,2593.3452,23643.0,0.0,0.0,0.5,0.0,0.0,0.0,-346.0,-415.0,0.0,0.0,0.0,2.014174,0.2586153,1.132223,5.1350093,3.213569,3.552965,851735.9,83.54431,126.99198,1504.6833,1304.9757,7504.2954,41062464.0,446.0,-346.0,35804.703,40852.0,217841.0
69,84.0,4.0,0.14285715,0.0,0.0,4.777926,0.62368625,12.0,34.0,4.0,5.0,0.034399983,12.0,83.0,1.7142857,0.04819277,0.048780486,0.00457564,0.9880952,6.0833335,0.0,0.0,0.0,9.9026336e-05,0.0,0.0,0.0,-3.0,-6.0,0.0,0.0,0.0,4.2859516,1.40594,-0.7570891,1.9599079,2.7838447,3.1787894,5.0049887,0.79485565,1.2948372,0.007958327,2.412288,16.4604,144.0,4.0,4.0,0.38435373,83.0,511.0
70,84.0,7.0,0.17857143,0.0,0.0,6.097583,0.958924,15.0,79.0,7.0,7.0,0.05911988,15.0,84.0,2.6785715,0.0,-0.085365854,0.010816529,1.0,4.5,0.0,0.0,0.0,0.00014172336,0.0,0.0,0.0,-7.0,-14.0,0.0,0.0,0.0,5.459119,0.0,-3.0604444,1.4024082,3.37649,3.8300905,10.639957,1.3881028,2.3158138,0.01585401,2.9778297,14.857151,225.0,0.0,-7.0,0.9085884,84.0,378.0
71,84.0,2.0,0.023809524,0.0,0.0,9.165152,0.2182179,2.0,4.0,2.0,2.0,0.0011337869,2.0,12.0,0.04761905,0.0,0.0,0.0005601447,0.14285715,0.5,0.0,0.0,0.0,0.00028344672,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,9.165152,0.0,-3.7660904,0.024245033,3.389022,4.4118285,0.4364358,0.31234753,0.5443311,0.00056685274,0.5181723,2.0328624,4.0,0.0,0.0,0.047052152,12.0,42.0
72,84.0,58.0,1.8095238,0.0,0.0,6.542633,7.0582366,152.0,4410.0,58.0,66.0,4.792377,152.0,1412.0,275.0476,0.0,-0.70731705,0.58601934,16.809525,136.83333,58.0,0.0,0.0,0.0390956,0.0,0.0,0.0,-58.0,-116.0,0.0,0.0,0.0,5.2751307,-0.06062903,-3.3214037,2.1003897,2.3139873,2.5944624,555.15186,10.111572,16.829931,0.8233403,34.25154,310.80646,23104.0,0.0,-58.0,49.225624,1412.0,11494.0
73,84.0,650.0,54.25,0.5,0.0,2.9488013,130.60286,4557.0,1662957.0,594.0,785.0,5058.5044,4557.0,35527.0,245657.78,3.759036,0.40243903,200.64339,422.9405,2837.0952,26114.0,0.0,0.0,0.4153046,15.0,307.5,386.0,-319.0,-783.0,0.0,0.0,0.0,1.744452,2.9790707,-0.42376566,5.516452,2.8167162,3.2433763,402226.16,101.201515,180.15225,708.99884,1025.1682,6898.742,20635254.0,312.0,33.0,16854.045,35527.0,238316.0
74,84.0,2.0,0.05952381,0.0,0.0,5.2630897,0.2841682,5.0,7.0,2.0,2.0,0.006798878,5.0,19.0,0.29761904,0.012048192,-0.0121951215,0.00094988395,0.22619048,0.7619048,0.0,0.0,0.0,3.4471666e-06,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0,0.0,5.10142,2.2985792,-1.5799825,1.9390479,4.2653227,4.596984,0.9285273,0.33107275,0.57721984,0.0014058809,0.8118281,2.964119,25.0,1.0,-1.0,0.07979025,19.0,64.0
75,84.0,16.0,0.39285713,0.0,0.0,6.421927,2.030003,33.0,355.0,16.0,16.0,0.29820922,33.0,159.0,12.964286,0.0,-0.036585364,0.04847445,1.8928572,6.714286,0.0,0.0,0.0,7.086168e-05,0.0,0.0,0.0,-13.0,-29.0,0.0,0.0,0.0,5.759798,1.1417034,-2.5445251,1.5491436,3.9136353,4.5311356,45.616646,2.7363853,4.7361107,0.06814368,6.521545,25.557198,1089.0,0.0,-3.0,4.0718536,159.0,564.0
76,84.0,181.0,10.142858,0.0,0.0,3.917221,31.958988,852.0,93416.0,164.0,262.0,173.51074,852.0,6603.0,8641.714,2.180723,1.7682927,12.014496,78.60714,497.16666,511.0,0.0,0.0,0.19970672,0.0,0.0,0.0,-164.0,-328.0,0.0,0.0,0.0,2.964604,0.39320344,-0.7277465,3.7228768,2.5309463,3.0966072,15952.178,38.63467,67.598175,26.694422,185.81355,1339.4946,725904.0,181.0,145.0,1009.2177,6603.0,41762.0
77,84.0,315.0,31.261906,0.0,0.0,2.415819,70.571014,2626.0,495456.0,274.0,513.0,1555.5348,2626.0,26178.0,81131.164,1.879518,0.07317073,58.583084,311.64285,2552.988,14510.0,0.0,0.0,1.0917623,22.0,337.0,471.0,-315.0,-589.0,0.0,0.0,0.0,1.3643025,-0.7356533,-0.17765726,6.3980007,2.2834954,2.7852886,112549.66,70.96038,128.11461,196.88501,653.31714,5573.7925,6815018.0,156.0,6.0,4920.979,26178.0,214451.0
78,84.0,3.0,0.17857143,0.0,0.0,3.5149276,0.62403107,15.0,35.0,3.0,5.0,0.061580364,15.0,128.0,2.6785715,0.0,0.0,0.0045807012,1.5238096,7.821429,0.0,0.0,0.0,9.448697e-06,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,2.8979368,0.8424694,0.17721099,3.696612,2.6738844,3.5492077,6.6262727,0.6439209,1.1967033,0.011259354,4.123036,24.793198,225.0,0.0,0.0,0.38477892,128.0,657.0
79,84.0,19.0,0.41666666,0.0,0.0,6.908717,2.355247,35.0,475.0,16.0,13.0,0.33062753,35.0,134.0,14.583333,0.0,-0.23170732,0.0652518,1.5952381,5.714286,0.0,0.0,0.0,0.0034722222,0.0,0.0,0.0,-19.0,-35.0,0.0,0.0,0.0,6.378529,-1.0502838,-4.260367,1.1145655,4.8291006,4.7615666,59.41141,3.19298,5.0779085,0.087183,5.8969445,20.277931,1225.0,0.0,-19.0,5.4811506,134.0,480.0
80,84.0,22.0,1.4523809,0.0,0.0,3.3653505,3.949698,122.0,1472.0,22.0,35.0,3.6424255,122.0,1385.0,174.30952,0.024096385,-0.036585364,0.18350475,16.488094,134.41667,0.0,0.0,0.0,0.002823193,1.0,23.5,0.0,-19.0,-41.0,0.0,0.0,0.0,2.0790534,-0.0751239,-0.324257,5.126166,2.0623393,2.8045442,300.4142,4.5451016,8.554033,0.5145236,35.007225,301.38553,14642.0,2.0,-3.0,15.414399,1385.0,11291.0
81,84.0,11.0,0.35714287,0.0,0.0,5.371943,1.5954971,30.0,222.0,11.0,11.0,0.22330628,30.0,187.0,10.714286,0.09638554,0.036585364,0.02994412,2.2261906,12.285714,0.0,0.0,0.0,8.71215e-05,0.0,0.0,0.0,-11.0,-22.0,0.0,0.0,0.0,4.9267836,0.11947458,-3.1992767,1.7973127,2.9489174,3.3928158,30.359123,1.9038757,3.1795843,0.046931416,5.854359,35.755047,900.0,8.0,3.0,2.5153062,187.0,1032.0
82,84.0,302.0,34.642857,0.0,0.0,2.3694267,80.445694,2910.0,637946.0,265.0,334.0,2072.927,2910.0,21056.0,100810.71,3.5542169,1.1585366,76.12462,250.66667,1490.7262,8784.0,0.0,0.0,0.41872177,0.0,0.0,0.0,-139.0,-404.0,0.0,0.0,0.0,1.6549447,2.4810414,-0.47997513,5.8025007,2.875607,3.2900681,158272.98,43.01,71.6875,280.45038,623.4312,4069.5862,8468100.0,295.0,95.0,6394.468,21056.0,125221.0
83,84.0,44.0,4.2738094,0.0,0.0,2.4527798,9.901139,359.0,9671.0,44.0,58.0,30.973045,359.0,3319.0,1534.2976,0.15662651,-0.024390243,1.1531608,39.511906,264.6905,133.0,0.0,0.0,0.0012291862,0.0,0.0,0.0,-36.0,-72.0,0.0,0.0,0.0,1.3635471,0.77473235,-0.537384,6.337909,2.3443427,2.9747288,2243.6511,8.7853565,14.758948,3.95421,89.48413,692.2787,128881.0,13.0,-2.0,96.8655,3319.0,22234.0
84,84.0,3.0,0.0952381,0.0,0.0,5.577731,0.4814398,8.0,20.0,3.0,3.0,0.01651815,8.0,41.0,0.7619048,0.036144577,0.036585364,0.0027264873,0.48809522,2.2857144,0.0,0.0,0.0,3.9189283e-05,0.0,0.0,0.0,-3.0,-6.0,0.0,0.0,0.0,5.4410505,1.4258478,-2.4003046,1.4004645,3.414762,3.750863,2.6599169,0.5935791,0.9087384,0.004004653,1.4268851,7.3000603,64.0,3.0,3.0,0.22902495,41.0,192.0
85,84.0,932.0,57.511906,0.0,0.0,3.6528916,157.84708,4831.0,2345843.0,765.0,1200.0,5861.8237,4831.0,31211.0,277840.0,7.0361447,2.4634147,293.08432,371.5595,2030.7024,26481.0,0.0,0.0,1.1492347,0.0,0.0,0.0,-733.0,-1498.0,0.0,0.0,0.0,2.152255,0.5981252,-1.1753381,4.9469767,3.1566703,3.550832,495248.34,135.99762,251.96175,859.89075,992.1078,5753.8936,23338560.0,584.0,202.0,24619.084,31211.0,170579.0
86,84.0,3.0,0.11904762,0.0,0.0,4.4778047,0.476047,10.0,20.0,2.0,3.0,0.02608393,10.0,70.0,1.1904762,0.0,0.0,0.0026657488,0.8333333,4.214286,0.0,0.0,0.0,0.00015977531,0.0,0.0,0.0,-2.0,-4.0,0.0,0.0,0.0,4.0633364,0.0,-1.8378917,2.829396,3.1364021,3.6572564,2.8558805,0.5630925,0.9686442,0.0044739298,2.3015623,12.854207,100.0,0.0,0.0,0.22392291,70.0,354.0
87,84.0,8.0,0.1904762,0.0,0.0,6.987901,0.9628796,16.0,80.0,8.0,11.0,0.06489777,16.0,80.0,3.047619,0.0,-0.09756097,0.010905949,0.95238096,4.797619,0.0,0.0,0.0,0.0005459606,0.0,0.0,0.0,-8.0,-16.0,0.0,0.0,0.0,6.3580875,-0.08739597,-2.8255064,1.2599294,4.1739707,3.716434,9.753473,1.3704191,2.3286183,0.013986188,2.823758,13.801327,256.0,0.0,-8.0,0.9160998,80.0,403.0
88,84.0,51.0,2.0238094,0.0,0.0,4.7185845,8.065957,170.0,5744.0,51.0,90.0,7.4601197,170.0,824.0,344.0476,0.61445785,0.6219512,0.7652994,9.809524,45.857143,0.0,0.0,0.0,0.0020384649,0.0,0.0,0.0,-39.0,-65.0,0.0,0.0,0.0,3.9816568,1.0566972,0.7776235,2.5471985,3.7346761,3.8813322,865.6517,9.760337,16.84764,1.3913281,29.13594,141.88618,28900.0,51.0,51.0,64.28515,824.0,3852.0
89,84.0,1850.0,141.65475,0.0,0.0,3.2308502,358.99387,11899.0,12382307.0,801.0,1144.0,33906.55,11899.0,79293.0,1685297.2,12.807229,-7.792683,1515.9803,943.9643,5810.107,295698.0,0.0,0.0,0.039270483,1.0,15.5,0.0,-639.0,-949.0,0.0,0.0,0.0,2.1722333,0.7920566,0.29243782,5.0489807,3.1626952,3.234819,2726880.0,182.65471,297.42404,4770.139,2352.732,15135.355,141564980.0,1063.0,-639.0,127342.34,79293.0,488049.0
90,84.0,408.0,35.738094,0.0,0.0,2.7933047,82.423256,3002.0,671154.0,170.0,358.0,2162.6257,3002.0,24013.0,107285.766,2.0843372,0.085365854,79.9133,285.86905,1820.0834,12321.0,0.0,0.0,0.22378118,0.0,0.0,0.0,-218.0,-385.0,0.0,0.0,0.0,1.6208637,-0.46999422,-0.5234824,5.9202566,2.7063506,3.1247804,161363.14,55.11854,96.61942,285.2337,678.44867,4788.755,9012004.0,173.0,7.0,6712.7173,24013.0,152887.0
