unique_id,hurst_dim_0,series_length_dim_0,unitroot_pp_dim_0,unitroot_kpss_dim_0,hw_alpha_dim_0,hw_beta_dim_0,hw_gamma_dim_0,stability_dim_0,nperiods_dim_0,seasonal_period_dim_0,trend_dim_0,spike_dim_0,linearity_dim_0,curvature_dim_0,e_acf1_dim_0,e_acf10_dim_0,x_pacf5_dim_0,diff1x_pacf5_dim_0,diff2x_pacf5_dim_0,nonlinearity_dim_0,lumpiness_dim_0,alpha_dim_0,beta_dim_0,arch_acf_dim_0,garch_acf_dim_0,arch_r2_dim_0,garch_r2_dim_0,flat_spots_dim_0,entropy_dim_0,crossing_points_dim_0,arch_lm_dim_0,x_acf1_dim_0,x_acf10_dim_0,diff1_acf1_dim_0,diff1_acf10_dim_0,diff2_acf1_dim_0,diff2_acf10_dim_0
92,0.0,84.0,-16.777071,1.3203616,0.0,0.0,0.0,0.42584914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66111195,0.31892067,0.2540878,0.16833016,0.30735958,0.15956996,0.15956996,0.0,0.0,0.0,0.0,59.0,0.72392863,13.0,0.9548922,0.5222809,1.9660791,-0.38312548,0.25999653,-0.44211292,0.26658183
93,0.0,84.0,-39.805294,1.1587042,0.0,0.0,0.0,0.33660883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45229033,0.36587262,0.33761212,6.022559,0.11371082,0.1516923,0.1516923,0.0,0.0,0.0,0.0,67.0,0.77021986,8.0,0.94460726,0.51533,1.5902733,-0.49282062,0.4193144,-0.5031343,0.48796928
94,0.0,84.0,-81.499626,1.198204,0.0,0.0,0.0,0.24427223,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3660399,0.5746982,0.9812051,5.066815,0.15763812,0.103557244,0.103557244,0.0,0.0,0.0,0.0,64.0,0.80720127,8.0,0.9468917,0.20470233,0.96817946,-0.7189454,1.0313,-0.7899029,1.174589
95,0.0,84.0,-17.925245,1.416928,0.0,0.0,0.0,0.31047323,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61907166,0.2821763,0.61264485,0.061149586,0.08490208,0.37054795,5.092413e-11,0.0,0.0,0.0,0.0,43.0,0.71931434,21.0,0.6101235,0.7258042,1.8014063,-0.43641713,0.41093057,-0.68121076,0.8773078
96,0.0,84.0,-87.32292,0.84180754,0.0,0.0,0.0,0.17773563,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26458573,0.6840698,0.39606556,1.2252654,0.23847087,0.1425787,0.1425787,0.0,0.0,0.0,0.0,73.0,0.8999713,10.0,0.99974674,0.08321621,0.41690516,-0.49569303,0.6091437,-0.37429544,0.5268911
97,0.0,84.0,-42.009743,1.069533,0.0,0.0,0.0,0.34375525,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5433275,0.8190274,1.0130572,0.7924372,0.6620511,0.1911277,0.1911277,0.0,0.0,0.0,0.0,65.0,0.7721602,13.0,0.74917173,0.46929866,1.594399,-0.79300994,1.0972233,-0.8431616,1.4026309
98,0.0,84.0,-47.651913,0.7224638,0.0,0.0,0.0,0.2131763,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38548714,0.46352005,0.50184715,3.4995296,2.654563,0.15274781,0.101204745,0.0,0.0,0.0,0.0,76.0,0.8596636,6.0,0.5602196,0.418693,0.56932503,-0.26439792,0.4152093,-0.3332189,0.5740642
99,0.0,84.0,-6.682891,1.0818125,0.0,0.0,0.0,0.43161297,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8779802,0.69119793,1.0542698,2.832039,0.4641346,0.21721862,0.21721862,0.0,0.0,0.0,0.0,65.0,0.6526314,19.0,0.891303,0.73982173,2.57031,-0.28396437,0.8289065,-0.39419988,0.6442178
100,0.0,84.0,-84.30312,0.95020616,0.0,0.0,0.0,0.24918582,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3141369,0.6653049,0.4217617,1.2453523,0.3869892,0.14081278,0.14081278,0.0,0.0,0.0,0.0,72.0,0.8785246,8.0,0.9998057,0.13993473,0.561528,-0.53344065,0.527032,-0.44556728,0.416764
101,0.0,84.0,-8.963056,1.3144063,0.0,0.0,0.0,0.6609433,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91500664,0.47255498,0.97685003,1.4963053,0.21118607,0.41049004,0.0,0.0,0.0,0.0,0.0,36.0,0.59026986,13.0,0.91889596,0.8403146,3.3585129,-0.28346255,0.6967709,-0.5373193,1.3449321
102,0.0,84.0,-59.262184,1.0327976,0.0,0.0,0.0,0.39759678,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38158193,0.6637642,1.2593576,1.7985703,2.229233,0.18551907,8.0459456e-14,0.0,0.0,0.0,0.0,66.0,0.0,9.0,0.12853111,0.35120967,1.1102498,-0.58547133,0.84761435,-0.71453637,1.1868163
103,0.0,84.0,-85.15778,0.9338541,0.0,0.0,0.0,0.13027267,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19953232,0.6659202,0.9945784,0.4781796,3.5734255,0.112857305,0.112857305,0.0,0.0,0.0,0.0,70.0,0.0,9.0,0.9997876,0.014073159,0.33587334,-0.48701787,0.67987156,-0.66052103,1.1898266
104,0.0,84.0,-17.953363,0.5495538,0.0,0.0,0.0,0.015297265,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024522014,0.003054227,0.19717473,3.6773524,0.15136142,0.88809305,0.0,0.0,0.0,0.0,0.0,67.0,0.9480561,5.0,0.07665154,0.15181756,0.05083955,-0.039847113,0.071020655,-0.4283686,0.4031932
105,0.0,84.0,-1.7676898,0.87968594,0.0,0.0,0.0,0.20664126,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97806984,0.31843045,0.6486859,2.3497925,0.08264478,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0.63839054,7.0,0.99274707,0.88391405,2.19855,0.011212662,0.29403943,-0.39269832,0.8937404
106,0.0,84.0,-22.960808,1.3322766,0.0,0.0,0.0,0.49075222,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6090059,0.3161645,0.8831523,1.3977932,0.4877765,0.13005552,0.13005552,0.0,0.0,0.0,0.0,58.0,0.6617033,7.0,0.17232558,0.677523,2.3897936,-0.4936744,0.35288644,-0.686403,0.6449943
107,0.0,84.0,-49.086178,1.4514058,0.0,0.0,0.0,0.46061218,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28444973,0.35557547,0.7706858,3.061741,0.94804937,0.08707374,0.08707374,0.0,0.0,0.0,0.0,48.0,0.797088,9.0,0.02198522,0.38154426,0.98055613,-0.4720129,0.30305767,-0.63776344,0.4860583
108,0.0,84.0,-61.31139,0.9924903,0.0,0.0,0.0,0.11798794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20044412,0.25134304,0.3260755,0.27474242,0.45288214,0.16891272,0.16891272,0.0,0.0,0.0,0.0,67.0,0.89166623,13.0,0.98761046,0.12323893,0.48469362,-0.31446585,0.37797293,-0.4214479,0.35669345
109,0.0,84.0,-83.609856,0.61813354,0.0,0.0,0.0,0.022504373,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14451644,0.66663784,1.2377262,0.0024825777,0.32758307,0.06050216,0.06050216,0.0,0.0,0.0,0.0,65.0,0.0,6.0,0.94998485,-0.028911564,0.1463919,-0.5,0.46995464,-0.6666667,0.7798564
110,0.0,84.0,0.11136394,0.70409024,0.0,0.0,0.0,0.09431363,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9317878,0.014294909,0.35628402,6.4129252,0.06220151,1.0,4.1371118e-10,0.0,0.0,0.0,0.0,72.0,0.6844196,11.0,0.9997565,0.8577008,1.6426797,0.010798217,0.13407767,-0.5067694,0.6172224
111,0.0,84.0,-29.142645,1.3446822,0.0,0.0,0.0,0.40415475,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.729357,0.612526,0.9070992,0.12654686,0.80641985,0.12566316,0.12566316,0.0,0.0,0.0,0.0,57.0,0.70862395,19.0,0.46785912,0.61093295,1.974201,-0.35909343,0.88870156,-0.49029067,1.1108197
112,0.0,84.0,-95.6704,0.48702252,0.0,0.0,0.0,0.03877642,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07093385,0.5276641,1.10354,0.0026338662,0.2376076,0.06669699,0.06669699,0.0,0.0,0.0,0.0,70.0,0.95314044,6.0,0.98979044,-0.028139733,0.14649822,-0.6363636,0.61570245,-0.7777778,0.9346065
113,0.0,84.0,-2.348335,1.1687344,0.0,0.0,0.0,0.39811462,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88469344,0.4536893,1.0160733,0.24740021,0.18672365,0.22316256,0.22316256,0.0,0.0,0.0,0.0,63.0,0.60066277,7.0,0.96419823,0.8519268,3.072272,-0.48689902,0.69173306,-0.7100738,1.2740437
114,0.0,84.0,-42.11298,1.3352455,0.0,0.0,0.0,0.47660744,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7834576,0.71768165,1.3493041,1.4431322,0.99167967,0.16556323,0.067098804,0.0,0.0,0.0,0.0,63.0,0.6669517,9.0,0.51851857,0.5023479,2.085373,-0.79237366,1.4627322,-0.8800444,1.8334237
115,0.0,84.0,-6.9203367,1.3199888,0.0,0.0,0.0,0.5770855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76501244,0.54264855,1.2543712,1.3172616,0.120306894,0.1897677,0.1897677,0.0,0.0,0.0,0.0,62.0,0.6031224,9.0,0.79136425,0.76991504,3.4865324,-0.55422103,0.45872402,-0.71218485,0.7800649
116,0.0,84.0,-26.224482,0.9418204,0.0,0.0,0.0,0.20686837,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34859502,0.21730937,0.8088339,9.424835,0.9648064,0.15811364,0.15811364,0.0,0.0,0.0,0.0,70.0,0.8393324,13.0,0.7917436,0.5052962,0.79334044,-0.24160573,0.19995618,-0.5390399,0.51108646
117,0.0,84.0,-68.18949,1.0950265,0.0,0.0,0.0,0.24292684,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26095653,0.87819153,1.2760925,0.7944436,0.977277,0.117630646,0.117630646,0.0,0.0,0.0,0.0,67.0,0.8208782,11.0,0.8273608,0.26495355,0.86522675,-0.49055105,0.8288946,-0.5986842,0.8966088
118,0.0,84.0,-103.796364,0.8485731,0.0,0.0,0.0,0.116640195,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16265996,0.3103657,0.5800062,0.002993988,1.3493174,0.14319962,0.14319962,0.0,0.0,0.0,0.0,72.0,0.0,15.0,0.7783264,-0.030508567,0.3563284,-0.52598435,0.5391081,-0.7386032,0.9824651
119,0.0,84.0,-59.8024,0.6780886,0.0,0.0,0.0,0.115688816,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22136694,0.54326206,1.0463631,4.3273034,2.3724437,0.07844447,0.07844447,0.0,0.0,0.0,0.0,66.0,0.9100004,6.0,0.99114865,0.22800417,0.28115448,-0.32352942,0.41608995,-0.5555556,0.6372839
120,0.0,84.0,-58.056187,0.6001478,0.0,0.0,0.0,0.0685524,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10895735,0.34179515,0.8526331,1.2116306,0.7001724,0.0657376,0.0657376,0.0,0.0,0.0,0.0,66.0,0.91699356,6.0,0.658605,0.25346783,0.17660074,-0.3,0.29,-0.53846157,0.4822485
121,0.0,84.0,-49.6704,0.7987311,0.0,0.0,0.0,0.05825197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20135474,0.5194248,0.7969443,1.0934904,0.19724597,0.2392138,0.2392138,0.0,0.0,0.0,0.0,69.0,0.91732055,11.0,0.99675,0.32966062,0.3639168,-0.6694662,0.9686793,-0.77137697,1.2480786
122,0.0,84.0,-50.99878,0.72929645,0.0,0.0,0.0,0.1478721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3965464,0.5167313,1.02007,3.3235621,0.50452137,0.15826716,0.15826716,0.0,0.0,0.0,0.0,68.0,0.84639335,9.0,0.9966772,0.42705858,0.6833923,-0.62286663,0.72447866,-0.7878307,1.03491
123,0.0,84.0,-15.109605,1.0565923,0.0,0.0,0.0,0.6560006,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69217056,0.1980688,0.7768839,2.3790195,0.31320664,0.3680436,0.0,0.0,0.0,0.0,0.0,68.0,0.63402385,11.0,0.9781136,0.77010256,2.7674963,-0.36756784,0.20520875,-0.6605695,0.57557225
124,0.0,84.0,-57.070232,0.8112207,0.0,0.0,0.0,0.19605687,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5546434,0.66899383,0.8481926,3.4854367,1.0196899,0.17837723,0.17837723,0.0,0.0,0.0,0.0,73.0,0.8098812,5.0,0.99829483,0.37270775,0.94318223,-0.7005342,1.407472,-0.87333375,2.3525944
125,0.0,84.0,-33.109413,0.78899825,0.0,0.0,0.0,0.41962388,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45548502,0.42398322,0.79908395,2.5851765,2.5742435,0.2677632,0.0,0.0,0.0,0.0,0.0,71.0,0.81534266,5.0,0.99217016,0.5728806,1.012459,-0.3097168,0.48689735,-0.48538804,0.70277333
126,0.0,84.0,-78.470314,0.787231,0.0,0.0,0.0,0.043677308,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26063284,0.36435094,0.4214543,0.10753235,0.14265965,0.13534322,0.13534322,0.0,0.0,0.0,0.0,69.0,0.88662714,9.0,0.9504911,0.114306785,0.3132788,-0.424696,0.39239663,-0.5155621,0.48717543
127,0.0,84.0,-98.68919,0.73305964,0.0,0.0,0.0,0.20907196,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30966163,0.8547265,1.4265063,0.013482101,3.1296308,1.613666e-08,9.34382e-11,0.0,0.0,0.0,0.0,62.0,0.8794295,12.0,0.31087786,-0.025974026,0.3682022,-0.62068963,0.90160525,-0.7340425,1.2070224
128,0.0,84.0,-10.587881,0.9794458,0.0,0.0,0.0,0.33096233,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7553937,0.22961809,0.7174137,1.0753735,0.20519637,0.21970011,0.21970011,0.0,0.0,0.0,0.0,68.0,0.65694696,7.0,0.99650836,0.8151954,2.3287919,-0.42557412,0.30539614,-0.7148586,0.8884137
129,0.0,84.0,-95.43966,0.6515285,0.0,0.0,0.0,0.19029394,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1730179,0.6957747,1.3255476,0.00964514,5.873278,1.4901161e-08,9.79846e-10,0.0,0.0,0.0,0.0,67.0,0.9270852,10.0,0.9863334,-0.040075436,0.23619689,-0.625,0.781875,-0.7692308,1.2057989
130,0.0,84.0,-69.75009,0.92654425,0.0,0.0,0.0,0.19047156,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32305798,0.83046377,1.3341614,2.2040582,2.7672262,0.17204298,0.17204298,0.0,0.0,0.0,0.0,73.0,0.8670858,31.0,0.82449764,0.2643276,0.706578,-0.654897,0.4607194,-0.7356319,0.6281864
131,0.0,84.0,-94.75719,1.0573707,0.0,0.0,0.0,0.25553197,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81187856,1.0612307,1.4373438,0.30531776,1.701644,0.13438812,0.13438812,0.0,0.0,0.0,0.0,63.0,0.7792987,15.0,0.43420288,0.1432121,1.0305684,-0.7957057,1.0070713,-0.8341453,1.0821515
132,0.0,84.0,-38.745525,1.1431152,0.0,0.0,0.0,0.5277511,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52799076,0.51536894,1.0606844,0.7636637,1.3081551,0.21621032,7.45427e-15,0.0,0.0,0.0,0.0,63.0,0.7332741,5.0,0.3664566,0.49610558,1.4774365,-0.3656804,0.47426444,-0.5813966,0.80489063
133,0.0,84.0,-93.61051,0.60532004,0.0,0.0,0.0,0.2980506,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2604483,0.8213122,1.3829373,0.0009963831,5.9310517,1.4901161e-08,1.2339685e-08,0.0,0.0,0.0,0.0,71.0,0.90732265,6.0,0.9728408,-0.034606867,0.27621397,-0.5,0.74382716,-0.5925926,0.98251027
134,0.0,84.0,-4.7647076,1.0837376,0.0,0.0,0.0,0.540247,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84157085,0.23131531,0.7443343,0.5572717,0.25919703,0.549122,5.9034375e-14,0.0,0.0,0.0,0.0,55.0,0.6104634,11.0,0.8950225,0.84768605,2.8381069,-0.12215236,0.3162568,-0.36620608,0.3780086
135,0.0,84.0,-45.450714,1.1965307,0.0,0.0,0.0,0.30836225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3553341,0.41386244,0.87972677,1.6410924,1.933573,0.08919003,0.08919003,0.0,0.0,0.0,0.0,57.0,0.8113668,9.0,0.18589506,0.44220132,0.78293365,-0.36776412,0.34411383,-0.54999477,0.45659414
136,0.0,84.0,-67.40926,0.79955834,0.0,0.0,0.0,0.06016705,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05140313,0.45857704,0.4227998,0.44238156,0.5198285,0.07929204,0.07929204,0.0,0.0,0.0,0.0,68.0,0.91071874,11.0,0.35562563,0.17477515,0.16779913,-0.45818466,0.36644927,-0.50937015,0.48221755
137,0.0,84.0,-51.25501,1.0738623,0.0,0.0,0.0,0.32649508,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4768734,0.53489405,1.1179467,1.6854006,1.5240582,0.10997816,0.10997816,0.0,0.0,0.0,0.0,65.0,0.0,13.0,0.8292004,0.4324929,0.9319427,-0.634306,0.50355655,-0.7703599,0.7390577
138,0.0,84.0,-40.59364,0.41825545,0.0,0.0,0.0,0.5918573,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39149395,0.36746323,0.9900004,2.9638119,2.1321926,0.29628402,2.875456e-13,0.0,0.0,0.0,0.0,41.0,0.757313,8.0,0.001987159,0.50607324,1.4152834,-0.44631398,0.21238281,-0.64090884,0.440333
139,0.0,84.0,-49.95978,0.76955235,0.0,0.0,0.0,0.10340764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30463812,0.5763681,0.9526186,3.6970322,1.8170749,0.20792833,0.20792833,0.0,0.0,0.0,0.0,70.0,0.0,7.0,0.9999913,0.37313485,0.5724637,-0.5790562,0.5140568,-0.73237985,0.77564085
