Name,Strategy,RMSE,MAE,Run time (extr),Run time (tsf),Num features,Time/feature,Run time (classif),Total time,MAPE
HouseholdPowerConsumption1,tsfeatures,461.2269619406595,328.7803145233466,0.0,0.0,185.0,0.0,0.06082916259765625,0.06082916259765625,0.25531918431264716
HouseholdPowerConsumption1,tsfeatures + signature,41.007923614579674,32.06713322508787,0.0,0.0,479.0,0.0,0.13773107528686523,0.13773107528686523,0.05398687853609923
HouseholdPowerConsumption1,tsfeatures + signature + catch22,39.95561960802435,30.975831304277694,0.0,0.0,589.0,0.0,0.17268133163452148,0.17268133163452148,0.05365809415569227
HouseholdPowerConsumption1,tsfeatures + signature + catch22 + minirocket,40.70777852542693,31.894652544583245,0.0,0.0,1513.0,0.0,0.5326728820800781,0.5326728820800781,0.029843872147829003
HouseholdPowerConsumption1,tsfeatures + signature + catch22 + minirocket + tsfel,51.073002849947244,33.672644726389,0.0,0.0,3458.0,0.0,1.3236651420593262,1.3236651420593262,0.03279838921623217
HouseholdPowerConsumption1,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,44.371549114375775,31.839069063392394,0.0,0.0,3704.0,0.0,1.4564082622528076,1.4564082622528076,0.027288361382453098
HouseholdPowerConsumption2,tsfeatures,55.1955056964125,41.298402662875006,0.0,0.0,185.0,0.0,0.060417890548706055,0.060417890548706055,0.3266365791977477
HouseholdPowerConsumption2,tsfeatures + signature,52.979271361709465,39.63291524554828,0.0,0.0,479.0,0.0,0.18209481239318848,0.18209481239318848,0.281368652083477
HouseholdPowerConsumption2,tsfeatures + signature + catch22,52.23270556258187,38.815535991949524,0.0,0.0,589.0,0.0,0.22172141075134277,0.22172141075134277,0.2572674615575726
HouseholdPowerConsumption2,tsfeatures + signature + catch22 + minirocket,49.3983526770554,36.16329714369148,0.0,0.0,1513.0,0.0,0.5714926719665527,0.5714926719665527,0.20209520673678563
HouseholdPowerConsumption2,tsfeatures + signature + catch22 + minirocket + tsfel,47.84642457626436,35.65227661223175,0.0,0.0,3458.0,0.0,1.6886858940124512,1.6886858940124512,0.20447670282562067
HouseholdPowerConsumption2,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,49.48170302239465,37.6717609671045,0.0,0.0,3704.0,0.0,1.731234073638916,1.731234073638916,0.2193115345144611
BeijingPM25Quality,tsfeatures,133.8218430878,92.16127178975029,0.0,0.0,333.0,0.0,2.508899450302124,2.508899450302124,1.1857158202548
BeijingPM25Quality,tsfeatures + signature,87.14986374057017,55.071850237680124,0.0,0.0,1103.0,0.0,12.270522356033325,12.270522356033325,0.5379981196715203
BeijingPM25Quality,tsfeatures + signature + catch22,88.30390619596965,55.33585578477137,0.0,0.0,1301.0,0.0,14.201993465423584,14.201993465423584,0.5220916129338853
BeijingPM25Quality,tsfeatures + signature + catch22 + minirocket,87.9249775770181,55.440233754847206,0.0,0.0,2225.0,0.0,19.0551540851593,19.0551540851593,0.5359448502204854
BeijingPM25Quality,tsfeatures + signature + catch22 + minirocket + tsfel,87.27677335026685,55.13961965195162,0.0,0.0,3539.0,0.0,32.28181552886963,32.28181552886963,0.5464763972129385
BeijingPM25Quality,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,85.75976962642575,53.65792393060947,0.0,0.0,3981.0,0.0,38.6022412776947,38.6022412776947,0.5129308410296102
BeijingPM10Quality,tsfeatures,169.79483634692556,115.95166402535658,0.0,0.0,333.0,0.0,2.750960350036621,2.750960350036621,0.8913789296867272
BeijingPM10Quality,tsfeatures + signature,125.96364561970415,78.57628763836651,0.0,0.0,1103.0,0.0,13.413247108459473,13.413247108459473,0.501014817767968
BeijingPM10Quality,tsfeatures + signature + catch22,135.6711376127953,82.1802099835476,0.0,0.0,1301.0,0.0,15.586618423461914,15.586618423461914,0.5417320954526509
BeijingPM10Quality,tsfeatures + signature + catch22 + minirocket,144.23847585164765,85.98870839936609,0.0,0.0,2225.0,0.0,20.320358276367188,20.320358276367188,0.5730353652839786
BeijingPM10Quality,tsfeatures + signature + catch22 + minirocket + tsfel,127.0012339828966,77.06875990612193,0.0,0.0,3539.0,0.0,36.32554483413696,36.32554483413696,0.5077276785543282
BeijingPM10Quality,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,125.75217453293713,76.55061410459588,0.0,0.0,3981.0,0.0,43.210424184799194,43.210424184799194,0.519200757071647
Covid3Month,tsfeatures,0.06483189203937335,0.04459708648138359,0.0,0.0,37.0,0.0,0.0016522407531738281,0.0016522407531738281,40444486827764.81
Covid3Month,tsfeatures + signature,0.06132469222563562,0.04032603361201091,0.0,0.0,79.0,0.0,0.0026407241821289062,0.0026407241821289062,34235911925023.234
Covid3Month,tsfeatures + signature + catch22,0.06759518407036343,0.04878937518682148,0.0,0.0,101.0,0.0,0.003343820571899414,0.003343820571899414,55087079465901.945
Covid3Month,tsfeatures + signature + catch22 + minirocket,0.0543253799765033,0.03676020949468261,0.0,0.0,1025.0,0.0,0.04623818397521973,0.04623818397521973,50098186816664.14
Covid3Month,tsfeatures + signature + catch22 + minirocket + tsfel,0.05803088962527246,0.03697315544714449,0.0,0.0,1202.0,0.0,0.05504155158996582,0.05504155158996582,46681277019791.54
Covid3Month,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,0.05424513069190442,0.03467849348137369,0.0,0.0,1252.0,0.0,0.05788707733154297,0.05788707733154297,27721920044116.78
LiveFuelMoistureContent,tsfeatures,61.06706371263746,45.88406950590626,0.0,0.0,259.0,0.0,0.7878930568695068,0.7878930568695068,0.42083922947780206
LiveFuelMoistureContent,tsfeatures + signature,60.05653726175894,45.60932448431356,0.0,0.0,763.0,0.0,3.1443068981170654,3.1443068981170654,0.41436005724424213
LiveFuelMoistureContent,tsfeatures + signature + catch22,58.96565709817526,44.894996658224144,0.0,0.0,917.0,0.0,3.783033847808838,3.783033847808838,0.4082706881006103
LiveFuelMoistureContent,tsfeatures + signature + catch22 + minirocket,60.08575728226864,45.46950326376403,0.0,0.0,1841.0,0.0,6.312052965164185,6.312052965164185,0.4143606554022881
LiveFuelMoistureContent,tsfeatures + signature + catch22 + minirocket + tsfel,58.110968859403926,44.50592713008653,0.0,0.0,4053.0,0.0,16.41931176185608,16.41931176185608,0.40272933064062155
LiveFuelMoistureContent,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,59.24180769757162,45.50408280227358,0.0,0.0,4397.0,0.0,18.27891445159912,18.27891445159912,0.4131769798967381
FloodModeling1,tsfeatures,0.02172579037773699,0.015534653964609202,0.0,0.0,37.0,0.0,0.008482217788696289,0.008482217788696289,0.03479667648222337
FloodModeling1,tsfeatures + signature,0.022328556115176174,0.011693069692885522,0.0,0.0,79.0,0.0,0.01638007164001465,0.01638007164001465,0.026373676131249097
FloodModeling1,tsfeatures + signature + catch22,0.01649182263821194,0.006227722409928199,0.0,0.0,101.0,0.0,0.016600608825683594,0.016600608825683594,0.01377841632728959
FloodModeling1,tsfeatures + signature + catch22 + minirocket,0.009633121878558219,0.006727721874076541,0.0,0.0,1025.0,0.0,0.20096611976623535,0.20096611976623535,0.015037557775824129
FloodModeling1,tsfeatures + signature + catch22 + minirocket + tsfel,0.009030475989087176,0.005777226521237062,0.0,0.0,1292.0,0.0,0.2666499614715576,0.2666499614715576,0.012942726817335463
FloodModeling1,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,0.00856339260119075,0.005806930584482627,0.0,0.0,1342.0,0.0,0.2765214443206787,0.2765214443206787,0.012975720837408989
FloodModeling2,tsfeatures,0.012608927616996496,0.003741293181827412,0.0,0.0,37.0,0.0,0.0060460567474365234,0.0060460567474365234,0.014796092858229679
FloodModeling2,tsfeatures + signature,0.00929478384629913,0.0021243775958445536,0.0,0.0,79.0,0.0,0.013572216033935547,0.013572216033935547,0.008199024399201898
FloodModeling2,tsfeatures + signature + catch22,0.009945121788265484,0.0017014920563247072,0.0,0.0,101.0,0.0,0.013583660125732422,0.013583660125732422,0.005892024970019325
FloodModeling2,tsfeatures + signature + catch22 + minirocket,0.010010441000590925,0.0017213928907071773,0.0,0.0,1025.0,0.0,0.15493011474609375,0.15493011474609375,0.005944341087371303
FloodModeling2,tsfeatures + signature + catch22 + minirocket + tsfel,0.012508105109786782,0.002462686146076639,0.0,0.0,1292.0,0.0,0.21845459938049316,0.21845459938049316,0.009870741656684641
FloodModeling2,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,0.013314599326750769,0.0023333327242391027,0.0,0.0,1342.0,0.0,0.23032236099243164,0.23032236099243164,0.008274146078795322
FloodModeling3,tsfeatures,0.02518194841324207,0.01819565309130627,0.0,0.0,37.0,0.0,0.007299184799194336,0.007299184799194336,0.0440693934344065
FloodModeling3,tsfeatures + signature,0.017521417124328673,0.012510870137940283,0.0,0.0,79.0,0.0,0.011843442916870117,0.011843442916870117,0.030150913468645003
FloodModeling3,tsfeatures + signature + catch22,0.0077034015336839914,0.004918478591286618,0.0,0.0,101.0,0.0,0.014465808868408203,0.014465808868408203,0.011947835331973666
FloodModeling3,tsfeatures + signature + catch22 + minirocket,0.010458511656294738,0.006521740199431129,0.0,0.0,1025.0,0.0,0.17687654495239258,0.17687654495239258,0.015718685784544682
FloodModeling3,tsfeatures + signature + catch22 + minirocket + tsfel,0.011049543112958365,0.006559783349866452,0.0,0.0,1292.0,0.0,0.2367415428161621,0.2367415428161621,0.015589422333431574
FloodModeling3,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,0.009725025305455501,0.0063478272894154425,0.0,0.0,1342.0,0.0,0.24495744705200195,0.24495744705200195,0.01520465310816719
AppliancesEnergy,tsfeatures,4.079924139718739,3.161904743739537,0.0,0.0,888.0,0.0,0.021518230438232422,0.021518230438232422,0.21692429442962102
AppliancesEnergy,tsfeatures + signature,2.7462562908657904,2.260476214545114,0.0,0.0,5438.0,0.0,0.17724299430847168,0.17724299430847168,0.16387613407861834
AppliancesEnergy,tsfeatures + signature + catch22,2.8849302910794523,2.2904760724022273,0.0,0.0,5966.0,0.0,0.185685396194458,0.185685396194458,0.16581814486995944
AppliancesEnergy,tsfeatures + signature + catch22 + minirocket,3.022465748422177,2.295714083172026,0.0,0.0,6890.0,0.0,0.21306085586547852,0.21306085586547852,0.16495858768533664
AppliancesEnergy,tsfeatures + signature + catch22 + minirocket + tsfel,2.7761776790391592,2.0559522083827426,0.0,0.0,11834.0,0.0,0.35434436798095703,0.35434436798095703,0.1425499149636551
AppliancesEnergy,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,2.30836609944464,1.787380854288737,0.0,0.0,12834.0,0.0,0.3914785385131836,0.3914785385131836,0.12776397295153089
BenzeneConcentration,tsfeatures,11.928964173521564,9.10111591154098,0.0,0.0,296.0,0.0,0.6480104923248291,0.6480104923248291,2.2580906582102096
BenzeneConcentration,tsfeatures + signature,0.6920871234157621,0.08656507074174875,0.0,0.0,926.0,0.0,1.907472848892212,1.907472848892212,0.011147853882633132
BenzeneConcentration,tsfeatures + signature + catch22,0.7598550850110972,0.09135119145100785,0.0,0.0,1102.0,0.0,2.2056636810302734,2.2056636810302734,0.011596660590786633
BenzeneConcentration,tsfeatures + signature + catch22 + minirocket,0.7385628560624024,0.09344425089779967,0.0,0.0,2026.0,0.0,3.5410914421081543,3.5410914421081543,0.011769400126501066
BenzeneConcentration,tsfeatures + signature + catch22 + minirocket + tsfel,0.7713458466299276,0.10065604092630101,0.0,0.0,4066.0,0.0,8.02661681175232,8.02661681175232,0.01157621743167363
BenzeneConcentration,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,0.7315838261432279,0.09897634982716406,0.0,0.0,4459.0,0.0,8.927364110946655,8.927364110946655,0.016139120155596275
NewsHeadlineSentiment,tsfeatures,0.19670270578349067,0.1528751164529213,0.0,0.0,111.0,0.0,7.329458236694336,7.329458236694336,14312799497083.2
NewsHeadlineSentiment,tsfeatures + signature,0.19754911211725804,0.15309579416660782,0.0,0.0,251.0,0.0,14.233916759490967,14.233916759490967,14371979841288.086
NewsHeadlineSentiment,tsfeatures + signature + catch22,0.1965738567538909,0.15217550112747288,0.0,0.0,317.0,0.0,16.34661078453064,16.34661078453064,14242925668250.445
NewsHeadlineSentiment,tsfeatures + signature + catch22 + minirocket,0.19451826030795621,0.1513822960926826,0.0,0.0,1241.0,0.0,84.81550240516663,84.81550240516663,14445773123514.555
NewsHeadlineSentiment,tsfeatures + signature + catch22 + minirocket + tsfel,0.19543206984520878,0.15146197138224407,0.0,0.0,1859.0,0.0,145.8951539993286,145.8951539993286,14043654353312.258
NewsHeadlineSentiment,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,0.19362075373940413,0.14994731273152612,0.0,0.0,2007.0,0.0,174.94266843795776,174.94266843795776,13791086018138.068
NewsTitleSentiment,tsfeatures,0.19162908476675639,0.1437103806710248,0.0,0.0,111.0,0.0,7.027146577835083,7.027146577835083,79964955231957.77
NewsTitleSentiment,tsfeatures + signature,0.18997230003059087,0.1421768690074258,0.0,0.0,251.0,0.0,12.476978540420532,12.476978540420532,78061022529234.95
NewsTitleSentiment,tsfeatures + signature + catch22,0.19085115181274784,0.14326987016441906,0.0,0.0,317.0,0.0,17.814777612686157,17.814777612686157,78885287412153.34
NewsTitleSentiment,tsfeatures + signature + catch22 + minirocket,0.19111188139782642,0.1431580123532867,0.0,0.0,1241.0,0.0,82.78724002838135,82.78724002838135,78572791661312.81
NewsTitleSentiment,tsfeatures + signature + catch22 + minirocket + tsfel,0.18894786744128564,0.14169030453726275,0.0,0.0,1859.0,0.0,141.15712761878967,141.15712761878967,78855159810569.9
NewsTitleSentiment,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,0.19037482933960456,0.14276316265612882,0.0,0.0,2007.0,0.0,134.90195727348328,134.90195727348328,79266907489229.72
BIDMC32RR,tsfeatures,4.938086074361994,3.6850519359062095,0.0,0.0,74.0,0.0,0.29474806785583496,0.29474806785583496,0.21972543137511982
BIDMC32RR,tsfeatures + signature,4.288249010461845,3.41393440710897,0.0,0.0,158.0,0.0,0.7035577297210693,0.7035577297210693,0.2047307688308412
BIDMC32RR,tsfeatures + signature + catch22,4.6980766803760385,3.5749728251318476,0.0,0.0,202.0,0.0,0.8965370655059814,0.8965370655059814,0.21283870932986376
BIDMC32RR,tsfeatures + signature + catch22 + minirocket,4.034135242080401,3.092649800919552,0.0,0.0,1126.0,0.0,4.80738377571106,4.80738377571106,0.18823474031965406
BIDMC32RR,tsfeatures + signature + catch22 + minirocket + tsfel,3.5570080073298356,2.9144285066071127,0.0,0.0,1904.0,0.0,9.060620307922363,9.060620307922363,0.17202016312260524
BIDMC32RR,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,4.096718307172954,3.37019132444788,0.0,0.0,2003.0,0.0,9.85538101196289,9.85538101196289,0.21001662586331457
BIDMC32HR,tsfeatures,10.946797877607256,8.26404230929554,0.0,0.0,74.0,0.0,0.27039670944213867,0.27039670944213867,0.09637201095523998
BIDMC32HR,tsfeatures + signature,10.502843371834548,7.727594831179658,0.0,0.0,158.0,0.0,0.674004077911377,0.674004077911377,0.0923387956213348
BIDMC32HR,tsfeatures + signature + catch22,13.819280758978453,8.578769799916632,0.0,0.0,202.0,0.0,0.7939672470092773,0.7939672470092773,0.10413049338394138
BIDMC32HR,tsfeatures + signature + catch22 + minirocket,10.627525051360928,7.011059295539808,0.0,0.0,1126.0,0.0,4.725286483764648,4.725286483764648,0.07828766171376152
BIDMC32HR,tsfeatures + signature + catch22 + minirocket + tsfel,9.493138744680525,6.3066344616958725,0.0,0.0,1904.0,0.0,8.590774774551392,8.590774774551392,0.0719619622247041
BIDMC32HR,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,10.647383564318028,7.123658295122968,0.0,0.0,2003.0,0.0,9.060363054275513,9.060363054275513,0.08120356237413946
BIDMC32SpO2,tsfeatures,5.081677203586575,3.683314633101113,0.0,0.0,74.0,0.0,0.25754356384277344,0.25754356384277344,0.03972334288311646
BIDMC32SpO2,tsfeatures + signature,4.801858160080235,3.6397336424763576,0.0,0.0,158.0,0.0,0.6225690841674805,0.6225690841674805,0.038812734968407064
BIDMC32SpO2,tsfeatures + signature + catch22,5.5151012090230696,3.9173023880596407,0.0,0.0,202.0,0.0,0.811058521270752,0.811058521270752,0.0424356478635734
BIDMC32SpO2,tsfeatures + signature + catch22 + minirocket,5.461650940836539,4.1803083654342466,0.0,0.0,1126.0,0.0,4.645456314086914,4.645456314086914,0.04519032035889887
BIDMC32SpO2,tsfeatures + signature + catch22 + minirocket + tsfel,5.288255668076589,3.9982744147748734,0.0,0.0,1904.0,0.0,8.47726845741272,8.47726845741272,0.04325334558923672
BIDMC32SpO2,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,5.461570401870868,3.9369988833034273,0.0,0.0,2003.0,0.0,9.072496891021729,9.072496891021729,0.04277699482508759
IEEEPPG,tsfeatures,33.959443342150486,27.598803893629327,0.0,0.0,185.0,0.0,0.1781005859375,0.1781005859375,0.2861042785818455
IEEEPPG,tsfeatures + signature,37.46837869466289,30.428175007004334,0.0,0.0,479.0,0.0,0.5368390083312988,0.5368390083312988,0.3240867179207039
IEEEPPG,tsfeatures + signature + catch22,34.522626148307744,25.75936745448285,0.0,0.0,589.0,0.0,0.6316044330596924,0.6316044330596924,0.2650391305189222
IEEEPPG,tsfeatures + signature + catch22 + minirocket,32.66955152759235,25.971848861280694,0.0,0.0,1513.0,0.0,1.528815746307373,1.528815746307373,0.2563966321224124
IEEEPPG,tsfeatures + signature + catch22 + minirocket + tsfel,28.772915539046362,21.452796315572346,0.0,0.0,3458.0,0.0,4.199230194091797,4.199230194091797,0.2017240202254613
IEEEPPG,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,29.93734705854065,22.271172994590668,0.0,0.0,3704.0,0.0,4.5064427852630615,4.5064427852630615,0.20937486107662187
AcousticContaminationMadrid-no-missing,tsfeatures,6.547317587845056,4.993055979410808,0.0,0.0,37.0,0.0,0.002378225326538086,0.002378225326538086,0.060173648071350255
AcousticContaminationMadrid-no-missing,tsfeatures + signature,6.2558633473767635,4.819444126553005,0.0,0.0,79.0,0.0,0.0041348934173583984,0.0041348934173583984,0.05871761625661626
AcousticContaminationMadrid-no-missing,tsfeatures + signature + catch22,7.101965516362344,5.523610644870335,0.0,0.0,101.0,0.0,0.005198001861572266,0.005198001861572266,0.0672895738246248
AcousticContaminationMadrid-no-missing,tsfeatures + signature + catch22 + minirocket,6.007645046335883,4.656943957010905,0.0,0.0,1025.0,0.0,0.05981755256652832,0.05981755256652832,0.05529006171898248
AcousticContaminationMadrid-no-missing,tsfeatures + signature + catch22 + minirocket + tsfel,4.412938849672523,3.3402777777777777,0.0,0.0,1342.0,0.0,0.07423019409179688,0.07423019409179688,0.04094347626434229
AcousticContaminationMadrid-no-missing,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,4.201437809487724,3.187499682108561,0.0,0.0,1392.0,0.0,0.07724428176879883,0.07724428176879883,0.03880102696710333
AluminiumConcentration,tsfeatures,474.9363627290355,346.3462225697028,0.0,0.0,37.0,0.0,0.007132768630981445,0.007132768630981445,0.4953273501104972
AluminiumConcentration,tsfeatures + signature,391.43619891385356,271.5021315226479,0.0,0.0,79.0,0.0,0.013752460479736328,0.013752460479736328,0.37749641025698033
AluminiumConcentration,tsfeatures + signature + catch22,390.47766569753264,285.633015506482,0.0,0.0,101.0,0.0,0.018150806427001953,0.018150806427001953,0.43666395822403925
AluminiumConcentration,tsfeatures + signature + catch22 + minirocket,420.4133745307365,302.773337984842,0.0,0.0,1025.0,0.0,0.21175742149353027,0.21175742149353027,0.5816366609191458
AluminiumConcentration,tsfeatures + signature + catch22 + minirocket + tsfel,409.39186156959306,291.2080097652617,0.0,0.0,1415.0,0.0,0.28832197189331055,0.28832197189331055,0.549022059823681
AluminiumConcentration,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,390.5918836194292,279.6999292676411,0.0,0.0,1465.0,0.0,0.2993135452270508,0.2993135452270508,0.5280914649557741
BeijingIntAirportPM25Quality,tsfeatures,96.53682910628235,71.87164550918644,0.0,0.0,222.0,0.0,0.08740067481994629,0.08740067481994629,1.173771361387485
BeijingIntAirportPM25Quality,tsfeatures + signature,77.68627514856006,54.432556470066814,0.0,0.0,614.0,0.0,0.22864770889282227,0.22864770889282227,0.7770820135540747
BeijingIntAirportPM25Quality,tsfeatures + signature + catch22,82.05044546369783,57.36599564148208,0.0,0.0,746.0,0.0,0.2781400680541992,0.2781400680541992,0.8737218285900492
BeijingIntAirportPM25Quality,tsfeatures + signature + catch22 + minirocket,77.79509762414439,55.724929422645246,0.0,0.0,1670.0,0.0,0.5717260837554932,0.5717260837554932,0.7328097636492983
BeijingIntAirportPM25Quality,tsfeatures + signature + catch22 + minirocket + tsfel,80.54852112895134,56.773746288428875,0.0,0.0,2552.0,0.0,1.039522647857666,1.039522647857666,0.819760433971408
BeijingIntAirportPM25Quality,tsfeatures + signature + catch22 + minirocket + tsfel + featuretools,82.08661924600777,57.034781222626314,0.0,0.0,2847.0,0.0,1.2737033367156982,1.2737033367156982,0.8106473451574735
BinanceCoinSentiment,tsfeatures,0.5421456683196454,0.4170443045234756,0.0,0.0,74.0,0.0,0.0043261051177978516,0.0043261051177978516,2850379553470.211
